Name, Theo_Area, Wet_Area, Theo_Vol, Wet_Vol
MeshGeom,317.258081,317.258081,454.669183,454.669183
MeshGeom,0.000464,0.000464,-0.000247,-0.000247
Totals,317.258544,317.258544,454.668936,454.668936

Tag_Name, Tag_Theo_Area, Tag_Wet_Area
MeshGeom_S_Surf0,317.258081,317.258081
MeshGeom_V_Surf0,0.000464,0.000464
